transaction_id,transaction_date,transaction_type,customer_id,customer_name,grain_type,operation,number_of_bags,bag_weight_kg,total_weight_kg,quality_grade,moisture_content
10408,2023-12-23,Warehouse Movement,691,Customer_691,Barley,IN,108,50,5400,A,15.01
10409,2023-08-16,Warehouse Movement,1079,Customer_1079,Maize,IN,138,50,6900,A,10.27
10410,2023-04-25,Warehouse Movement,1994,Customer_1994,Millet,IN,160,25,4000,C,13.08
10411,2023-10-04,Warehouse Movement,781,Customer_781,Sorghum,IN,71,50,3550,C,10.78
10412,2023-05-13,Warehouse Movement,779,Customer_779,Maize,OUT,93,25,2325,C,13.35
10413,2023-01-31,Warehouse Movement,1294,Customer_1294,Rice,IN,28,50,1400,C,15.35
10414,2023-01-23,Warehouse Movement,264,Customer_264,Sorghum,IN,130,50,6500,C,12.39
10415,2023-02-17,Warehouse Movement,1465,Customer_1465,Rice,IN,196,25,4900,B,11.64
10416,2023-09-01,Warehouse Movement,1161,Customer_1161,Sorghum,OUT,144,50,7200,C,13.51
10417,2024-08-02,Warehouse Movement,1503,Customer_1503,Barley,OUT,55,50,2750,C,14.87
10418,2024-06-24,Warehouse Movement,1202,Customer_1202,Rice,OUT,67,25,1675,B,13.0
10419,2023-02-10,Warehouse Movement,841,Customer_841,Wheat,OUT,47,25,1175,C,14.11
10420,2024-01-30,Warehouse Movement,1176,Customer_1176,Millet,IN,185,50,9250,A,13.9
10421,2023-11-02,Warehouse Movement,1358,Customer_1358,Barley,OUT,13,25,325,A,15.84
10422,2023-03-30,Warehouse Movement,1081,Customer_1081,Rice,OUT,165,25,4125,C,16.26
10423,2023-06-20,Warehouse Movement,749,Customer_749,Millet,IN,87,25,2175,C,15.23
10424,2023-11-16,Warehouse Movement,511,Customer_511,Wheat,OUT,163,25,4075,B,11.53
10425,2023-03-03,Warehouse Movement,1404,Customer_1404,Sorghum,IN,112,50,5600,B,11.94
10426,2024-01-05,Warehouse Movement,209,Customer_209,Millet,OUT,157,25,3925,B,14.73
10427,2024-02-15,Warehouse Movement,1776,Customer_1776,Millet,OUT,150,25,3750,A,13.65
10428,2023-09-23,Warehouse Movement,1379,Customer_1379,Millet,IN,28,25,700,B,13.34
10429,2023-08-12,Warehouse Movement,1588,Customer_1588,Millet,IN,97,50,4850,B,10.92
10430,2024-11-10,Warehouse Movement,721,Customer_721,Wheat,IN,12,50,600,C,11.48
10431,2024-09-27,Warehouse Movement,1468,Customer_1468,Barley,OUT,85,25,2125,A,14.97
10432,2023-11-22,Warehouse Movement,427,Customer_427,Millet,IN,150,25,3750,C,15.35
10433,2023-12-07,Warehouse Movement,1368,Customer_1368,Millet,OUT,131,25,3275,C,12.79
10434,2024-04-18,Warehouse Movement,398,Customer_398,Rice,OUT,76,25,1900,B,11.55
10435,2024-02-16,Warehouse Movement,1417,Customer_1417,Wheat,OUT,178,25,4450,C,11.31
10436,2024-04-17,Warehouse Movement,1934,Customer_1934,Rice,OUT,177,50,8850,C,13.84
10437,2024-04-06,Warehouse Movement,1366,Customer_1366,Maize,IN,65,25,1625,A,16.1
10438,2023-06-26,Warehouse Movement,1161,Customer_1161,Maize,IN,49,25,1225,A,12.04
10439,2023-05-04,Warehouse Movement,896,Customer_896,Wheat,IN,63,25,1575,B,13.84
10440,2024-01-20,Warehouse Movement,262,Customer_262,Maize,IN,168,25,4200,C,12.41
10441,2024-12-01,Warehouse Movement,1645,Customer_1645,Millet,IN,172,25,4300,B,11.04
10442,2023-03-02,Warehouse Movement,1674,Customer_1674,Rice,OUT,180,25,4500,C,12.23
10443,2024-09-05,Warehouse Movement,1664,Customer_1664,Barley,OUT,15,25,375,C,12.17
10444,2023-11-04,Warehouse Movement,504,Customer_504,Rice,OUT,156,25,3900,B,10.56
10445,2023-10-11,Warehouse Movement,870,Customer_870,Sorghum,OUT,58,50,2900,A,14.37
10446,2024-11-16,Warehouse Movement,1512,Customer_1512,Wheat,OUT,127,25,3175,B,12.13
10447,2023-10-02,Warehouse Movement,368,Customer_368,Barley,IN,61,25,1525,A,16.49
10448,2024-11-17,Warehouse Movement,557,Customer_557,Wheat,IN,179,25,4475,C,12.68
10449,2023-08-21,Warehouse Movement,362,Customer_362,Sorghum,OUT,196,25,4900,C,12.84
10450,2023-05-16,Warehouse Movement,849,Customer_849,Barley,OUT,133,50,6650,C,16.14
10451,2024-07-27,Warehouse Movement,1852,Customer_1852,Rice,IN,179,50,8950,B,12.92
10452,2024-02-04,Warehouse Movement,185,Customer_185,Rice,IN,55,50,2750,A,10.48
10453,2023-12-24,Warehouse Movement,529,Customer_529,Sorghum,OUT,125,50,6250,B,11.06
10454,2024-10-01,Warehouse Movement,1838,Customer_1838,Millet,IN,185,50,9250,B,10.84
10455,2024-09-09,Warehouse Movement,851,Customer_851,Barley,IN,115,25,2875,B,12.1
10456,2023-01-23,Warehouse Movement,1369,Customer_1369,Wheat,OUT,53,50,2650,C,11.09
10457,2023-03-22,Warehouse Movement,407,Customer_407,Maize,IN,83,25,2075,C,10.46
10458,2023-07-28,Warehouse Movement,1001,Customer_1001,Sorghum,IN,84,25,2100,A,15.71
10459,2024-01-01,Warehouse Movement,1113,Customer_1113,Wheat,IN,101,50,5050,C,11.24
10460,2023-11-12,Warehouse Movement,1181,Customer_1181,Wheat,IN,140,25,3500,C,16.11
10461,2023-12-17,Warehouse Movement,617,Customer_617,Sorghum,OUT,31,25,775,B,16.05
10462,2023-01-16,Warehouse Movement,1943,Customer_1943,Rice,IN,81,50,4050,A,12.66
10463,2023-09-15,Warehouse Movement,1165,Customer_1165,Millet,OUT,105,50,5250,A,11.04
10464,2024-11-06,Warehouse Movement,1472,Customer_1472,Maize,IN,192,50,9600,A,14.45
10465,2024-08-09,Warehouse Movement,673,Customer_673,Rice,OUT,140,25,3500,C,13.8
10466,2023-05-28,Warehouse Movement,1811,Customer_1811,Sorghum,OUT,190,25,4750,A,13.36
10467,2023-10-25,Warehouse Movement,157,Customer_157,Maize,OUT,155,50,7750,B,14.65
10468,2024-11-26,Warehouse Movement,856,Customer_856,Wheat,IN,59,25,1475,C,12.77
10469,2023-06-25,Warehouse Movement,687,Customer_687,Maize,OUT,90,25,2250,C,15.91
10470,2023-05-14,Warehouse Movement,263,Customer_263,Rice,IN,129,50,6450,B,11.42
10471,2024-11-21,Warehouse Movement,1943,Customer_1943,Maize,IN,36,50,1800,B,13.65
10472,2023-01-30,Warehouse Movement,666,Customer_666,Barley,IN,13,25,325,C,12.18
10473,2024-01-14,Warehouse Movement,1039,Customer_1039,Sorghum,OUT,60,50,3000,C,13.52
10474,2023-05-02,Warehouse Movement,1698,Customer_1698,Wheat,OUT,199,50,9950,A,14.31
10475,2024-06-19,Warehouse Movement,958,Customer_958,Millet,OUT,89,25,2225,B,10.6
10476,2023-09-08,Warehouse Movement,188,Customer_188,Sorghum,IN,55,25,1375,C,14.18
10477,2023-07-08,Warehouse Movement,1827,Customer_1827,Sorghum,IN,96,25,2400,A,13.76
10478,2024-08-18,Warehouse Movement,106,Customer_106,Sorghum,IN,106,50,5300,B,10.6
10479,2024-05-19,Warehouse Movement,257,Customer_257,Barley,IN,150,50,7500,C,16.26
10480,2023-01-10,Warehouse Movement,1412,Customer_1412,Rice,OUT,46,25,1150,C,10.62
10481,2024-10-01,Warehouse Movement,322,Customer_322,Maize,OUT,32,50,1600,C,12.62
10482,2023-08-15,Warehouse Movement,1386,Customer_1386,Wheat,IN,119,25,2975,C,16.34
10483,2024-05-17,Warehouse Movement,212,Customer_212,Barley,OUT,199,50,9950,B,13.36
10484,2023-11-14,Warehouse Movement,547,Customer_547,Wheat,OUT,141,25,3525,C,10.78
10485,2024-06-29,Warehouse Movement,257,Customer_257,Millet,IN,188,50,9400,A,16.27
10486,2024-10-28,Warehouse Movement,1836,Customer_1836,Wheat,IN,153,50,7650,A,11.98
10487,2023-08-26,Warehouse Movement,1107,Customer_1107,Millet,IN,76,50,3800,A,13.99
10488,2023-03-20,Warehouse Movement,496,Customer_496,Maize,OUT,183,50,9150,C,10.77
10489,2024-05-08,Warehouse Movement,1902,Customer_1902,Maize,OUT,134,50,6700,B,12.43
10490,2024-11-11,Warehouse Movement,1441,Customer_1441,Wheat,OUT,184,50,9200,A,15.73
10491,2024-04-26,Warehouse Movement,1976,Customer_1976,Maize,IN,78,25,1950,C,15.55
10492,2023-10-17,Warehouse Movement,723,Customer_723,Millet,OUT,118,50,5900,C,14.85
10493,2024-02-06,Warehouse Movement,1681,Customer_1681,Rice,IN,139,50,6950,A,15.17
10494,2024-10-18,Warehouse Movement,1926,Customer_1926,Wheat,IN,71,50,3550,B,10.98
10495,2024-01-05,Warehouse Movement,208,Customer_208,Maize,OUT,76,50,3800,B,12.93
10496,2024-01-15,Warehouse Movement,1802,Customer_1802,Sorghum,OUT,29,50,1450,C,10.28
10497,2023-02-24,Warehouse Movement,1058,Customer_1058,Sorghum,OUT,52,25,1300,A,15.2
10498,2023-03-19,Warehouse Movement,377,Customer_377,Sorghum,IN,133,50,6650,A,12.77
10499,2023-01-18,Warehouse Movement,321,Customer_321,Barley,OUT,163,50,8150,B,12.35
10500,2023-01-19,Warehouse Movement,861,Customer_861,Sorghum,OUT,47,50,2350,B,11.43
10501,2023-08-13,Warehouse Movement,508,Customer_508,Wheat,IN,179,25,4475,C,12.64
10502,2024-10-15,Warehouse Movement,858,Customer_858,Rice,OUT,140,50,7000,A,13.17
10503,2024-11-26,Warehouse Movement,1831,Customer_1831,Barley,IN,29,50,1450,C,13.58
10504,2024-09-30,Warehouse Movement,465,Customer_465,Millet,IN,163,25,4075,A,15.34
10505,2024-04-18,Warehouse Movement,653,Customer_653,Wheat,OUT,71,25,1775,C,12.3
10506,2023-04-12,Warehouse Movement,1781,Customer_1781,Millet,IN,198,50,9900,B,15.29
10507,2023-04-06,Warehouse Movement,978,Customer_978,Maize,OUT,137,25,3425,C,10.82
10508,2024-08-27,Warehouse Movement,520,Customer_520,Maize,OUT,50,50,2500,A,12.95
10509,2024-08-24,Warehouse Movement,1130,Customer_1130,Maize,OUT,178,50,8900,C,15.52
10510,2023-08-02,Warehouse Movement,388,Customer_388,Barley,OUT,157,50,7850,B,11.28
10511,2023-09-10,Warehouse Movement,1761,Customer_1761,Maize,IN,184,50,9200,C,11.51
10512,2024-08-22,Warehouse Movement,698,Customer_698,Barley,OUT,113,50,5650,A,11.98
10513,2023-10-02,Warehouse Movement,474,Customer_474,Maize,OUT,20,50,1000,C,13.21
10514,2023-11-15,Warehouse Movement,1277,Customer_1277,Rice,IN,71,25,1775,C,13.15
10515,2023-11-21,Warehouse Movement,1736,Customer_1736,Wheat,OUT,169,25,4225,B,11.2
10516,2024-04-08,Warehouse Movement,81,Customer_81,Sorghum,OUT,107,50,5350,C,11.68
10517,2023-06-17,Warehouse Movement,1168,Customer_1168,Barley,IN,186,50,9300,C,13.97
10518,2024-09-14,Warehouse Movement,1835,Customer_1835,Maize,IN,149,25,3725,A,14.94
10519,2024-07-14,Warehouse Movement,1836,Customer_1836,Millet,IN,30,25,750,B,15.01
10520,2023-12-25,Warehouse Movement,938,Customer_938,Wheat,IN,41,25,1025,B,11.59
10521,2024-01-01,Warehouse Movement,1797,Customer_1797,Rice,OUT,127,50,6350,B,15.6
10522,2024-10-20,Warehouse Movement,1178,Customer_1178,Barley,OUT,112,50,5600,B,14.49
10523,2023-10-18,Warehouse Movement,1856,Customer_1856,Millet,IN,109,50,5450,B,11.53
10524,2024-06-14,Warehouse Movement,1330,Customer_1330,Millet,OUT,64,50,3200,C,11.45
10525,2024-03-17,Warehouse Movement,1162,Customer_1162,Rice,IN,183,25,4575,B,12.03
10526,2023-12-15,Warehouse Movement,1170,Customer_1170,Millet,IN,160,25,4000,A,13.57
10527,2023-10-28,Warehouse Movement,1815,Customer_1815,Wheat,IN,97,50,4850,C,15.4
10528,2023-09-03,Warehouse Movement,677,Customer_677,Barley,OUT,32,25,800,B,11.35
10529,2023-03-05,Warehouse Movement,1436,Customer_1436,Barley,IN,65,25,1625,B,12.4
10530,2023-11-01,Warehouse Movement,190,Customer_190,Wheat,IN,104,25,2600,C,11.42
10531,2023-09-13,Warehouse Movement,1509,Customer_1509,Rice,OUT,153,25,3825,C,13.0
10532,2023-03-03,Warehouse Movement,1943,Customer_1943,Maize,IN,129,50,6450,A,13.55
10533,2024-09-18,Warehouse Movement,721,Customer_721,Millet,IN,166,25,4150,C,11.24
10534,2024-05-19,Warehouse Movement,794,Customer_794,Millet,IN,196,50,9800,B,11.27
10535,2023-09-24,Warehouse Movement,1498,Customer_1498,Wheat,OUT,189,25,4725,B,13.89
10536,2023-02-25,Warehouse Movement,424,Customer_424,Wheat,OUT,65,50,3250,B,12.94
10537,2024-03-06,Warehouse Movement,412,Customer_412,Sorghum,OUT,179,50,8950,C,12.88
10538,2023-03-19,Warehouse Movement,1645,Customer_1645,Maize,IN,64,25,1600,C,12.77
10539,2024-04-12,Warehouse Movement,726,Customer_726,Sorghum,IN,32,50,1600,B,16.48
10540,2023-02-27,Warehouse Movement,262,Customer_262,Barley,OUT,98,25,2450,B,12.83
10541,2023-12-04,Warehouse Movement,1256,Customer_1256,Maize,IN,65,25,1625,B,10.26
10542,2024-10-15,Warehouse Movement,1907,Customer_1907,Barley,IN,126,25,3150,B,12.36
10543,2024-04-21,Warehouse Movement,1580,Customer_1580,Wheat,OUT,30,25,750,B,15.29
10544,2024-01-17,Warehouse Movement,1870,Customer_1870,Maize,IN,200,25,5000,B,10.9
10545,2023-12-13,Warehouse Movement,808,Customer_808,Wheat,OUT,119,50,5950,A,13.87
10546,2023-05-27,Warehouse Movement,19,Customer_19,Maize,OUT,71,25,1775,C,11.28
10547,2023-03-30,Warehouse Movement,369,Customer_369,Wheat,IN,78,50,3900,B,12.75
10548,2023-07-26,Warehouse Movement,1916,Customer_1916,Rice,OUT,130,25,3250,A,16.25
10549,2024-08-14,Warehouse Movement,1706,Customer_1706,Maize,IN,168,50,8400,B,15.51
10550,2023-09-18,Warehouse Movement,1876,Customer_1876,Maize,OUT,107,50,5350,C,11.35
10551,2023-11-20,Warehouse Movement,1096,Customer_1096,Sorghum,OUT,62,50,3100,C,14.61
10552,2023-06-05,Warehouse Movement,930,Customer_930,Millet,OUT,107,25,2675,C,13.57
10553,2024-10-19,Warehouse Movement,374,Customer_374,Sorghum,IN,187,25,4675,A,16.33
10554,2023-11-24,Warehouse Movement,332,Customer_332,Sorghum,OUT,198,50,9900,C,14.17
10555,2023-09-15,Warehouse Movement,1317,Customer_1317,Millet,IN,191,50,9550,C,13.41
10556,2023-12-06,Warehouse Movement,1650,Customer_1650,Rice,OUT,141,25,3525,C,14.29
10557,2024-03-22,Warehouse Movement,1466,Customer_1466,Wheat,OUT,102,50,5100,A,14.5
10558,2024-03-01,Warehouse Movement,1371,Customer_1371,Wheat,OUT,123,50,6150,B,13.77
10559,2024-02-15,Warehouse Movement,383,Customer_383,Sorghum,IN,171,50,8550,B,10.02
10560,2024-04-24,Warehouse Movement,1247,Customer_1247,Sorghum,IN,113,50,5650,B,14.16
10561,2024-10-05,Warehouse Movement,875,Customer_875,Barley,OUT,131,25,3275,B,13.99
10562,2023-06-30,Warehouse Movement,1784,Customer_1784,Sorghum,IN,193,50,9650,B,13.49
10563,2024-01-09,Warehouse Movement,13,Customer_13,Sorghum,IN,92,50,4600,A,12.66
10564,2024-05-31,Warehouse Movement,1108,Customer_1108,Sorghum,IN,154,25,3850,A,16.46
10565,2023-07-30,Warehouse Movement,1583,Customer_1583,Rice,IN,10,50,500,A,11.26
10566,2024-01-02,Warehouse Movement,290,Customer_290,Barley,OUT,58,50,2900,A,14.47
10567,2023-01-03,Warehouse Movement,1053,Customer_1053,Sorghum,IN,186,50,9300,B,12.62
10568,2023-03-03,Warehouse Movement,854,Customer_854,Maize,OUT,54,50,2700,C,10.94
10569,2024-05-20,Warehouse Movement,1058,Customer_1058,Millet,OUT,181,50,9050,C,14.01
10570,2024-10-26,Warehouse Movement,255,Customer_255,Rice,IN,123,50,6150,A,16.12
10571,2024-11-15,Warehouse Movement,1343,Customer_1343,Barley,OUT,32,50,1600,B,16.34
10572,2024-09-16,Warehouse Movement,1117,Customer_1117,Millet,OUT,33,25,825,C,15.56
10573,2023-06-22,Warehouse Movement,1142,Customer_1142,Maize,IN,17,50,850,C,12.7
10574,2024-04-22,Warehouse Movement,1139,Customer_1139,Wheat,IN,185,25,4625,C,11.19
10575,2024-03-15,Warehouse Movement,444,Customer_444,Wheat,OUT,22,25,550,B,13.98
10576,2024-09-19,Warehouse Movement,309,Customer_309,Millet,IN,122,25,3050,C,16.3
10577,2024-11-03,Warehouse Movement,817,Customer_817,Wheat,IN,38,25,950,A,15.18
10578,2024-03-28,Warehouse Movement,706,Customer_706,Maize,OUT,101,50,5050,B,11.38
10579,2024-03-17,Warehouse Movement,118,Customer_118,Rice,OUT,52,25,1300,A,10.15
10580,2024-07-31,Warehouse Movement,702,Customer_702,Wheat,OUT,157,25,3925,A,16.47
10581,2023-02-22,Warehouse Movement,963,Customer_963,Rice,IN,74,25,1850,B,10.37
10582,2023-04-20,Warehouse Movement,1509,Customer_1509,Maize,OUT,198,25,4950,B,14.08
10583,2023-08-19,Warehouse Movement,1533,Customer_1533,Rice,OUT,24,50,1200,C,12.12
10584,2024-10-25,Warehouse Movement,1905,Customer_1905,Millet,IN,134,25,3350,C,13.5
10585,2023-05-13,Warehouse Movement,1274,Customer_1274,Rice,OUT,60,50,3000,A,15.82
10586,2023-03-22,Warehouse Movement,1704,Customer_1704,Barley,IN,94,25,2350,A,12.74
10587,2023-03-05,Warehouse Movement,1811,Customer_1811,Rice,OUT,67,25,1675,B,14.75
10588,2024-05-08,Warehouse Movement,722,Customer_722,Sorghum,IN,34,50,1700,A,14.29
10589,2023-08-10,Warehouse Movement,1909,Customer_1909,Rice,OUT,157,25,3925,B,13.29
10590,2024-07-30,Warehouse Movement,1620,Customer_1620,Wheat,OUT,30,50,1500,C,14.28
10591,2024-01-05,Warehouse Movement,938,Customer_938,Rice,OUT,165,50,8250,C,16.41
10592,2023-06-12,Warehouse Movement,1943,Customer_1943,Maize,IN,18,25,450,A,11.75
10593,2023-01-06,Warehouse Movement,1073,Customer_1073,Millet,IN,80,25,2000,B,10.94
10594,2023-04-21,Warehouse Movement,1748,Customer_1748,Wheat,OUT,105,25,2625,C,10.55
10595,2023-05-21,Warehouse Movement,1919,Customer_1919,Sorghum,IN,25,50,1250,C,14.88
10596,2024-04-23,Warehouse Movement,670,Customer_670,Wheat,OUT,142,25,3550,C,15.86
10597,2024-06-23,Warehouse Movement,1151,Customer_1151,Barley,OUT,155,25,3875,A,14.17
10598,2023-05-22,Warehouse Movement,1714,Customer_1714,Maize,OUT,10,25,250,A,15.77
10599,2023-05-21,Warehouse Movement,1234,Customer_1234,Millet,IN,115,50,5750,B,12.12
10600,2023-12-18,Warehouse Movement,1921,Customer_1921,Rice,OUT,83,50,4150,B,13.39
10601,2024-10-02,Warehouse Movement,1739,Customer_1739,Maize,IN,175,25,4375,B,16.09
10602,2024-06-02,Warehouse Movement,1774,Customer_1774,Rice,OUT,49,50,2450,C,14.26
10603,2023-10-06,Warehouse Movement,1406,Customer_1406,Wheat,IN,118,25,2950,B,11.64
10604,2023-03-26,Warehouse Movement,1942,Customer_1942,Barley,IN,172,50,8600,C,12.68
10605,2024-07-19,Warehouse Movement,1545,Customer_1545,Barley,IN,97,25,2425,C,15.51
10606,2023-05-20,Warehouse Movement,1855,Customer_1855,Rice,OUT,139,25,3475,C,13.28
10607,2024-03-24,Warehouse Movement,800,Customer_800,Barley,IN,192,50,9600,A,15.23
10608,2023-05-25,Warehouse Movement,1498,Customer_1498,Wheat,OUT,184,50,9200,A,13.33
10609,2024-01-23,Warehouse Movement,688,Customer_688,Rice,OUT,108,25,2700,C,14.59
10610,2023-10-06,Warehouse Movement,1907,Customer_1907,Sorghum,IN,119,25,2975,A,16.2
10611,2023-11-18,Warehouse Movement,163,Customer_163,Wheat,OUT,170,25,4250,C,10.42
10612,2024-10-07,Warehouse Movement,1519,Customer_1519,Rice,IN,169,25,4225,C,12.9
10613,2023-08-01,Warehouse Movement,822,Customer_822,Rice,IN,73,50,3650,A,15.31
10614,2023-05-27,Warehouse Movement,271,Customer_271,Maize,OUT,90,25,2250,A,14.33
10615,2023-11-11,Warehouse Movement,588,Customer_588,Barley,OUT,128,50,6400,B,16.13
10616,2023-07-05,Warehouse Movement,1117,Customer_1117,Sorghum,IN,81,50,4050,B,11.17
10617,2024-07-29,Warehouse Movement,1412,Customer_1412,Barley,IN,13,25,325,C,13.56
10618,2023-10-01,Warehouse Movement,650,Customer_650,Millet,OUT,116,50,5800,B,10.86
10619,2023-10-27,Warehouse Movement,1891,Customer_1891,Rice,OUT,194,25,4850,A,10.2
10620,2023-07-21,Warehouse Movement,1361,Customer_1361,Sorghum,OUT,184,25,4600,A,16.15
10621,2023-07-10,Warehouse Movement,1195,Customer_1195,Maize,IN,181,25,4525,B,13.23
10622,2023-06-07,Warehouse Movement,403,Customer_403,Maize,OUT,193,50,9650,A,11.38
10623,2024-01-22,Warehouse Movement,847,Customer_847,Millet,IN,47,25,1175,C,10.17
10624,2023-10-26,Warehouse Movement,464,Customer_464,Wheat,IN,102,25,2550,A,10.42
10625,2023-04-17,Warehouse Movement,506,Customer_506,Sorghum,OUT,128,50,6400,B,12.59
10626,2024-05-29,Warehouse Movement,840,Customer_840,Maize,OUT,77,50,3850,A,13.61
10627,2023-03-20,Warehouse Movement,1666,Customer_1666,Sorghum,OUT,198,25,4950,C,13.16
10628,2024-06-26,Warehouse Movement,136,Customer_136,Rice,OUT,133,50,6650,C,16.07
10629,2023-03-19,Warehouse Movement,1184,Customer_1184,Wheat,IN,99,50,4950,B,12.21
10630,2024-02-28,Warehouse Movement,1774,Customer_1774,Barley,IN,39,50,1950,A,16.36
10631,2023-11-06,Warehouse Movement,398,Customer_398,Millet,IN,68,25,1700,B,15.45
10632,2024-07-22,Warehouse Movement,596,Customer_596,Millet,OUT,74,50,3700,B,10.28
10633,2023-01-27,Warehouse Movement,677,Customer_677,Rice,IN,70,50,3500,B,10.91
10634,2023-12-09,Warehouse Movement,1461,Customer_1461,Wheat,OUT,116,25,2900,C,11.16
10635,2024-10-29,Warehouse Movement,777,Customer_777,Wheat,IN,43,50,2150,B,13.33
10636,2024-08-06,Warehouse Movement,1144,Customer_1144,Barley,IN,93,25,2325,A,15.44
10637,2023-07-24,Warehouse Movement,627,Customer_627,Millet,IN,90,25,2250,C,13.59
10638,2024-08-09,Warehouse Movement,1674,Customer_1674,Barley,OUT,17,25,425,B,16.0
10639,2024-10-26,Warehouse Movement,1750,Customer_1750,Sorghum,OUT,46,25,1150,C,13.14
10640,2024-02-24,Warehouse Movement,46,Customer_46,Sorghum,OUT,93,50,4650,B,13.54
10641,2024-08-22,Warehouse Movement,887,Customer_887,Wheat,IN,47,25,1175,C,10.33
10642,2023-05-28,Warehouse Movement,1310,Customer_1310,Maize,OUT,198,50,9900,A,15.83
10643,2024-09-23,Warehouse Movement,198,Customer_198,Barley,IN,70,50,3500,C,15.02
10644,2023-07-25,Warehouse Movement,222,Customer_222,Wheat,IN,21,25,525,B,11.22
10645,2023-07-12,Warehouse Movement,1445,Customer_1445,Sorghum,IN,70,50,3500,A,13.53
10646,2024-06-24,Warehouse Movement,987,Customer_987,Barley,OUT,142,25,3550,C,16.03
10647,2023-01-10,Warehouse Movement,531,Customer_531,Rice,OUT,142,25,3550,C,10.4
10648,2024-07-12,Warehouse Movement,1046,Customer_1046,Barley,OUT,70,25,1750,C,14.47
10649,2024-03-28,Warehouse Movement,1737,Customer_1737,Rice,IN,106,50,5300,B,10.1
10650,2024-04-27,Warehouse Movement,1768,Customer_1768,Sorghum,IN,181,25,4525,C,10.35
10651,2024-09-20,Warehouse Movement,1874,Customer_1874,Millet,OUT,124,50,6200,A,16.15
10652,2023-11-07,Warehouse Movement,965,Customer_965,Millet,IN,11,25,275,C,10.56
10653,2024-11-26,Warehouse Movement,153,Customer_153,Rice,IN,93,25,2325,A,10.7
10654,2023-07-03,Warehouse Movement,226,Customer_226,Wheat,OUT,114,50,5700,C,11.71
10655,2023-01-29,Warehouse Movement,1184,Customer_1184,Millet,OUT,190,25,4750,B,15.2
10656,2023-08-16,Warehouse Movement,632,Customer_632,Rice,IN,50,50,2500,A,13.29
10657,2023-11-29,Warehouse Movement,946,Customer_946,Barley,OUT,67,25,1675,B,13.35
10658,2024-02-22,Warehouse Movement,281,Customer_281,Millet,IN,42,25,1050,B,15.77
10659,2024-04-28,Warehouse Movement,1604,Customer_1604,Barley,IN,28,50,1400,B,13.26
10660,2024-01-24,Warehouse Movement,788,Customer_788,Wheat,OUT,13,25,325,A,15.73
10661,2023-01-02,Warehouse Movement,1940,Customer_1940,Millet,OUT,40,50,2000,B,10.88
10662,2024-05-03,Warehouse Movement,235,Customer_235,Millet,IN,77,25,1925,C,10.84
10663,2023-09-06,Warehouse Movement,89,Customer_89,Sorghum,IN,139,25,3475,B,15.75
10664,2024-07-19,Warehouse Movement,727,Customer_727,Millet,IN,181,25,4525,C,10.34
10665,2023-10-22,Warehouse Movement,1799,Customer_1799,Wheat,OUT,195,50,9750,C,10.62
10666,2023-01-07,Warehouse Movement,1854,Customer_1854,Rice,OUT,21,50,1050,A,13.48
10667,2023-07-29,Warehouse Movement,784,Customer_784,Barley,IN,126,50,6300,A,13.23
10668,2023-04-24,Warehouse Movement,1075,Customer_1075,Wheat,IN,26,25,650,A,11.12
10669,2024-05-17,Warehouse Movement,986,Customer_986,Sorghum,IN,184,50,9200,A,15.55
10670,2023-11-22,Warehouse Movement,950,Customer_950,Millet,OUT,165,50,8250,C,11.66
10671,2024-11-01,Warehouse Movement,1625,Customer_1625,Maize,OUT,113,25,2825,A,14.4
10672,2024-09-10,Warehouse Movement,1562,Customer_1562,Wheat,OUT,92,25,2300,A,14.91
10673,2023-04-28,Warehouse Movement,2,Customer_2,Maize,IN,115,50,5750,A,13.08
10674,2024-05-02,Warehouse Movement,991,Customer_991,Sorghum,OUT,136,25,3400,A,10.48
10675,2023-11-30,Warehouse Movement,740,Customer_740,Rice,IN,134,50,6700,B,14.39
10676,2024-06-28,Warehouse Movement,1799,Customer_1799,Millet,IN,173,25,4325,A,12.2
10677,2023-02-20,Warehouse Movement,1924,Customer_1924,Sorghum,OUT,37,25,925,A,11.99
10678,2023-09-07,Warehouse Movement,773,Customer_773,Wheat,IN,110,25,2750,B,11.42
10679,2024-10-05,Warehouse Movement,589,Customer_589,Rice,IN,193,25,4825,B,12.54
10680,2024-08-02,Warehouse Movement,1256,Customer_1256,Barley,OUT,49,25,1225,B,14.11
10681,2024-10-03,Warehouse Movement,1660,Customer_1660,Barley,IN,35,25,875,C,16.22
10682,2023-02-12,Warehouse Movement,1351,Customer_1351,Maize,IN,158,25,3950,B,13.17
10683,2024-04-26,Warehouse Movement,969,Customer_969,Barley,IN,154,50,7700,A,10.71
10684,2023-06-22,Warehouse Movement,266,Customer_266,Wheat,OUT,67,50,3350,B,10.62
10685,2023-05-12,Warehouse Movement,97,Customer_97,Wheat,IN,199,50,9950,C,11.39
10686,2024-05-15,Warehouse Movement,142,Customer_142,Wheat,OUT,33,50,1650,B,16.39
10687,2024-10-28,Warehouse Movement,663,Customer_663,Millet,OUT,197,50,9850,C,10.16
10688,2023-10-02,Warehouse Movement,326,Customer_326,Maize,OUT,99,50,4950,A,12.99
10689,2023-07-13,Warehouse Movement,1629,Customer_1629,Barley,IN,38,25,950,C,14.48
10690,2023-04-21,Warehouse Movement,878,Customer_878,Maize,IN,105,25,2625,B,11.2
10691,2024-10-28,Warehouse Movement,183,Customer_183,Sorghum,IN,87,25,2175,C,10.89
